GRID ID,BI_FCTR,COLL_FCTR,COMP_FCTR,LTDPD_FCTR,PD_FCTR,PIP_FCTR,PPI_FCTR
0431808357,1.123,1.043,0.909,0.867,1.104,1.137,1.104
0431808358,1.039,0.991,0.88,0.956,1.022,1.052,1.022
0431808359,1.05,0.952,0.871,0.91,1.032,1.063,1.032
0431808360,1.059,0.935,0.871,0.919,1.042,1.072,1.042
0431808361,1.059,0.942,0.854,0.947,1.042,1.072,1.042
0431808362,1.069,0.962,0.871,0.936,1.052,1.082,1.052
0431808363,1.069,0.972,0.871,0.937,1.052,1.082,1.052
0431808364,1.047,0.963,0.82,0.928,1.03,1.06,1.03
0431808365,1.047,0.981,0.82,0.928,1.009,1.06,1.009
0431808366,1.047,0.953,0.827,0.919,1.009,1.06,1.009
0431808367,1.047,0.971,0.835,0.936,1.009,1.06,1.009
0431808368,1.047,0.925,0.811,0.947,1.009,1.06,1.009
0431808369,1.047,0.953,0.828,0.936,1.009,1.06,1.009
0431808370,1.038,0.953,0.828,0.927,1.0,1.019,1.0
0431808371,1.007,0.952,0.82,0.919,1.0,1.019,1.0
0431808372,1.007,0.952,0.811,0.919,1.0,1.019,1.0
0431808373,1.007,0.943,0.819,0.919,0.979,1.019,0.979
0431808374,1.007,0.916,0.828,0.919,0.979,1.019,0.979
0431808375,1.007,0.952,0.843,0.919,0.979,1.019,0.979
0431808376,1.007,0.943,0.81,0.919,0.979,1.019,0.979
0431808377,1.007,0.943,0.852,0.902,0.979,0.998,0.979
0431808378,1.007,0.962,0.879,0.902,0.979,0.998,0.979
0431808379,0.977,0.933,0.899,0.902,0.97,0.989,0.97
0431808380,0.997,0.962,0.885,0.893,0.97,0.989,0.97
0431808381,0.967,0.925,0.899,0.902,0.96,0.979,0.96
0431808382,0.957,0.933,0.899,0.884,0.949,0.969,0.949
0431808383,0.957,0.925,0.888,0.873,0.949,0.969,0.949
0431808384,0.967,0.925,0.909,0.873,0.981,0.959,0.981
0431808385,0.938,0.925,0.909,0.874,0.931,0.929,0.931
0431808386,0.938,0.925,0.909,0.893,0.931,0.929,0.931
0431808387,0.929,0.953,0.909,0.874,0.922,0.92,0.922
0431808388,0.883,0.916,0.936,0.849,0.876,0.875,0.876
0431808389,0.903,0.896,0.945,0.901,0.916,0.895,0.916
0431808390,0.894,0.887,0.945,0.864,0.907,0.886,0.907
0431808391,0.875,0.896,0.945,0.849,0.868,0.867,0.868
0431808392,0.839,0.896,0.981,0.839,0.851,0.831,0.851
0431808393,0.925,0.896,0.96,0.81,0.938,0.917,0.938
0431808394,0.976,0.973,0.916,0.791,0.969,0.967,0.969
0431808395,0.945,0.992,0.962,0.791,0.958,0.957,0.958
0431808396,0.916,0.982,0.954,0.791,0.929,0.927,0.929
0431808397,0.916,0.953,1.02,0.791,0.929,0.927,0.929
0431808398,0.916,0.933,1.063,0.783,0.929,0.927,0.929
0431808399,0.897,0.933,1.103,0.774,0.91,0.908,0.91
0431808400,0.869,0.953,1.103,0.759,0.881,0.88,0.881
0431808401,0.869,0.962,1.156,0.791,0.881,0.88,0.881
0431808402,0.843,0.962,1.156,0.799,0.855,0.853,0.855
0431808403,0.851,0.915,1.178,0.799,0.863,0.861,0.863
0431808404,0.851,0.915,1.202,0.807,0.863,0.861,0.863
0431808405,0.824,0.924,1.282,0.824,0.854,0.834,0.854
0431808406,0.869,0.933,1.282,0.824,0.881,0.88,0.881
0431808407,0.869,0.924,1.282,0.824,0.881,0.88,0.881
0431808408,0.888,0.943,1.269,0.824,0.901,0.899,0.901
0431808409,0.87,0.934,1.309,0.824,0.882,0.881,0.882
0431808410,0.897,0.943,1.298,0.832,0.93,0.908,0.93
0431808411,0.917,0.925,1.284,0.823,0.93,0.908,0.93
0431808412,0.917,0.925,1.319,0.832,0.93,0.908,0.93
0431808413,0.917,0.916,1.309,0.832,0.93,0.908,0.93
0431808414,0.916,0.925,1.322,0.851,0.949,0.927,0.949
0431808415,0.916,0.925,1.298,0.841,0.949,0.927,0.949
0431808416,0.946,0.925,1.334,0.851,0.959,0.937,0.959
0431808417,0.916,0.916,1.372,0.859,0.949,0.927,0.949
0431808418,0.944,0.916,1.334,0.851,0.978,0.956,0.978
0431808419,0.955,0.925,1.334,0.851,0.99,0.967,0.99
0431808420,0.975,0.925,1.399,0.841,1.01,0.987,1.01
0431808421,0.954,0.925,1.415,0.851,0.989,0.966,0.989
0431808422,0.954,0.916,1.438,0.859,0.989,0.966,0.989
0431808423,0.954,0.907,1.465,0.859,0.989,0.966,0.989
0431808424,0.954,0.87,1.505,0.859,0.989,0.966,0.989
0431808425,0.954,0.862,1.531,0.859,0.989,0.966,0.989
0431808426,0.954,0.89,1.531,0.859,0.989,0.966,0.989
0431808427,0.935,0.869,1.617,0.868,0.969,0.946,0.969
0431808428,0.954,0.88,1.632,0.868,0.989,0.966,0.989
0431808429,0.954,0.89,1.617,0.868,0.989,0.966,0.989
0431808430,0.954,0.89,1.632,0.859,0.989,0.966,0.989
0431808431,0.933,0.898,1.632,0.868,0.967,0.944,0.967
0431808432,0.924,0.916,1.632,0.868,0.957,0.935,0.957
0431808433,0.924,0.934,1.632,0.903,0.937,0.935,0.937
0431808434,0.951,0.916,1.632,0.868,0.986,0.963,0.986
0431808435,0.951,0.898,1.617,0.859,0.986,0.963,0.986
0431808436,0.819,0.822,2.334,0.819,0.849,0.829,0.849
0431808437,0.729,0.792,3.043,0.788,0.756,0.738,0.756
0431808438,0.722,0.817,3.043,0.78,0.733,0.731,0.733
0431808439,0.722,0.784,3.016,0.788,0.733,0.731,0.733
0431808440,0.729,0.783,3.016,0.788,0.74,0.738,0.74
0431808441,0.71,0.775,3.016,0.772,0.72,0.719,0.72
0431808442,0.71,0.761,2.945,0.772,0.72,0.719,0.72
0431808443,0.702,0.768,2.807,0.765,0.712,0.711,0.712
0431808444,0.722,0.759,2.731,0.765,0.748,0.731,0.748
0431808445,0.686,0.775,2.607,0.757,0.711,0.695,0.711
0431808446,0.686,0.807,2.414,0.742,0.711,0.695,0.711
0431808447,0.672,0.759,2.37,0.75,0.697,0.68,0.697
0431808448,0.679,0.759,2.346,0.734,0.703,0.688,0.703
0431808449,0.686,0.759,2.258,0.726,0.711,0.695,0.711
0431808450,0.686,0.767,2.174,0.719,0.711,0.695,0.711
0431808451,0.667,0.767,2.091,0.719,0.691,0.675,0.691
0431808452,0.652,0.767,1.994,0.719,0.676,0.66,0.676
0431808453,0.652,0.759,2.014,0.719,0.676,0.66,0.676
0431808454,0.667,0.775,1.994,0.726,0.691,0.675,0.691
0431808455,0.652,0.767,1.994,0.719,0.676,0.66,0.676
0431808456,0.652,0.783,1.959,0.704,0.676,0.66,0.676
0431808457,0.652,0.767,1.902,0.706,0.676,0.66,0.676
0431808458,0.64,0.767,1.959,0.705,0.664,0.648,0.664
0431808459,0.64,0.759,1.938,0.698,0.664,0.648,0.664
0431808460,0.619,0.737,1.919,0.698,0.656,0.627,0.656
0431808461,0.627,0.737,1.919,0.691,0.664,0.635,0.664
0431808462,0.64,0.729,1.938,0.712,0.664,0.648,0.664
0431808463,0.64,0.729,1.938,0.719,0.664,0.648,0.664
0431808464,0.64,0.729,2.015,0.703,0.664,0.648,0.664
0431808465,0.625,0.713,2.054,0.689,0.647,0.633,0.647
0431808466,0.625,0.713,2.09,0.673,0.647,0.633,0.647
0431808467,0.625,0.713,2.09,0.689,0.647,0.633,0.647
0431808468,0.625,0.72,2.152,0.667,0.647,0.633,0.647
0431808469,0.625,0.742,2.152,0.683,0.653,0.633,0.653
0431808470,0.625,0.783,2.234,0.661,0.653,0.633,0.653
0431808471,0.625,0.757,2.252,0.667,0.653,0.633,0.653
0431808472,0.651,0.775,2.338,0.667,0.681,0.659,0.681
0431808473,0.638,0.749,2.294,0.667,0.668,0.646,0.668
0431808474,0.651,0.749,2.357,0.66,0.681,0.659,0.681
0431808475,0.651,0.749,2.357,0.667,0.681,0.659,0.681
0431808476,0.667,0.749,2.419,0.687,0.698,0.675,0.698
0431808477,0.667,0.733,2.396,0.695,0.698,0.675,0.698
0431808478,0.688,0.74,2.507,0.675,0.698,0.697,0.698
0431808479,0.695,0.74,2.606,0.71,0.705,0.704,0.705
0431808480,0.695,0.733,2.657,0.726,0.705,0.683,0.705
0431808481,0.695,0.726,2.657,0.74,0.705,0.704,0.705
0431808482,0.724,0.726,2.626,0.756,0.735,0.733,0.735
0431808483,0.724,0.726,2.696,0.756,0.735,0.733,0.735
0431808484,0.724,0.74,2.722,0.756,0.735,0.733,0.735
0431808485,0.716,0.71,2.722,0.756,0.726,0.725,0.726
0431808486,0.724,0.703,2.722,0.779,0.735,0.733,0.735
0431808487,0.738,0.694,2.669,0.763,0.749,0.747,0.749
0431808488,0.738,0.703,2.696,0.793,0.749,0.747,0.749
0431808489,0.738,0.725,2.669,0.801,0.749,0.747,0.749
0431808490,0.767,0.718,2.669,0.801,0.756,0.754,0.756
0431808491,0.767,0.733,2.669,0.826,0.756,0.754,0.756
0431808492,0.767,0.733,2.618,0.801,0.756,0.754,0.756
0431808493,0.76,0.733,2.644,0.836,0.749,0.747,0.749
0431808494,0.736,0.733,2.618,0.811,0.725,0.724,0.725
0431808495,0.753,0.749,2.618,0.845,0.742,0.74,0.742
0431808496,0.76,0.756,2.552,0.845,0.749,0.747,0.749
0431808497,0.753,0.756,2.476,0.845,0.742,0.74,0.742
0431808498,0.775,0.756,2.454,0.862,0.749,0.747,0.749
0431808499,0.775,0.783,2.418,0.862,0.749,0.747,0.749
0431808500,0.776,0.807,2.376,0.862,0.764,0.762,0.764
0431808501,0.782,0.815,2.272,0.862,0.778,0.754,0.778
0431808502,0.806,0.799,2.248,0.862,0.779,0.778,0.779
0431808503,0.775,0.799,2.205,0.862,0.771,0.747,0.771
0431808504,0.775,0.815,2.208,0.87,0.771,0.747,0.771
0431808505,0.775,0.815,2.077,0.889,0.771,0.747,0.771
0431808506,0.799,0.84,2.038,0.889,0.772,0.77,0.772
0431808507,0.791,0.824,1.982,0.889,0.787,0.762,0.787
0431808508,0.775,0.841,2.002,0.889,0.771,0.747,0.771
0431808509,0.757,0.849,1.944,0.906,0.754,0.73,0.754
0431808510,0.775,0.84,1.888,0.915,0.771,0.747,0.771
0431808511,0.775,0.841,1.782,0.915,0.771,0.747,0.771
0431808512,0.814,0.841,1.765,0.915,0.795,0.77,0.795
0431808513,0.796,0.841,1.699,0.924,0.792,0.767,0.792
0431808514,0.796,0.849,1.684,0.933,0.792,0.767,0.792
0431808515,0.796,0.841,1.6,0.933,0.792,0.767,0.792
0431808516,0.796,0.849,1.584,0.933,0.807,0.767,0.807
0431808517,0.811,0.865,1.555,0.933,0.807,0.767,0.807
0431808518,0.811,0.883,1.554,0.97,0.807,0.767,0.807
0431808519,0.907,0.907,1.439,0.928,0.92,0.875,0.92
0431808520,0.988,0.921,1.324,0.867,0.983,0.934,0.983
0431808521,1.009,0.939,1.304,0.894,1.004,0.926,1.004
0431808522,0.987,0.939,1.311,0.867,0.982,0.905,0.982
0431808523,0.978,0.949,1.324,0.876,0.992,0.914,0.992
0431808524,0.987,0.949,1.329,0.876,0.982,0.933,0.982
0431808525,0.987,0.958,1.364,0.876,0.982,0.933,0.982
0431808526,0.976,0.977,1.352,0.876,0.99,0.896,0.99
0431808527,0.976,1.016,1.364,0.893,0.972,0.896,0.972
0431808528,0.998,0.997,1.364,0.876,1.012,0.916,1.012
0431808529,0.976,1.025,1.417,0.876,0.99,0.896,0.99
0431808530,0.976,1.027,1.405,0.876,0.99,0.896,0.99
0431808531,0.976,1.006,1.493,0.885,0.99,0.896,0.99
0431808532,0.967,1.006,1.493,0.876,0.981,0.888,0.981
0431808533,0.998,0.978,1.493,0.911,1.012,0.916,1.012
0431808534,0.967,0.969,1.508,0.92,0.981,0.888,0.981
0431808535,0.988,0.998,1.536,0.92,1.002,0.906,1.002
0431808536,0.998,1.007,1.472,0.911,1.012,0.916,1.012
0431808537,0.967,1.021,1.436,1.011,0.981,0.888,0.981
0431808538,0.854,1.049,1.285,1.059,0.866,0.784,0.866
0431808539,0.89,1.022,1.515,0.951,0.92,0.833,0.92
0431808540,0.773,1.044,1.253,1.099,0.799,0.708,0.799
0431808541,0.715,1.074,1.066,1.186,0.74,0.655,0.74
0431808542,0.715,1.096,1.066,1.197,0.74,0.655,0.74
0431808543,0.847,1.051,1.346,1.039,0.876,0.777,0.876
0431808544,0.993,0.949,1.58,0.858,1.026,0.91,1.026
0431808545,0.993,1.006,1.534,0.89,1.026,0.91,1.026
0431808546,0.997,1.005,1.549,0.9,1.03,0.913,1.03
0431808547,1.007,0.93,1.534,0.908,1.041,0.903,1.041
0431808548,1.016,0.93,1.492,0.9,1.051,0.911,1.051
0431808549,1.037,0.921,1.476,0.917,1.072,0.93,1.072
0431808550,1.027,0.875,1.476,0.857,1.062,0.92,1.062
0431808551,0.995,0.893,1.448,0.881,1.049,0.909,1.049
0431808552,0.996,0.93,1.433,0.857,1.05,0.91,1.05
0431808553,0.83,0.964,1.174,1.051,0.874,0.759,0.874
0431808554,1.05,0.996,1.393,0.89,1.105,0.96,1.105
0431808555,0.867,1.069,1.151,0.986,0.941,0.816,0.941
0431808556,0.948,1.027,1.36,0.914,1.028,0.893,1.028
0431808557,0.969,1.006,1.447,0.863,1.032,0.912,1.032
0431808558,0.957,0.959,1.42,0.863,1.039,0.901,1.039
0431808559,0.987,0.911,1.339,0.887,1.071,0.929,1.071
0431808560,0.976,0.902,1.326,0.924,1.04,0.919,1.04
0431808561,0.683,0.954,0.865,1.229,0.727,0.643,0.727
0431808562,0.708,0.945,0.865,1.218,0.754,0.666,0.754
0431808563,0.716,0.954,0.856,1.18,0.763,0.674,0.763
0431808564,0.707,0.953,0.856,1.18,0.753,0.665,0.753
0431808565,0.7,1.022,0.886,1.18,0.746,0.659,0.746
0431808566,0.708,1.022,0.886,1.206,0.754,0.666,0.754
0431808567,0.716,1.012,0.896,1.169,0.763,0.674,0.763
0431808568,0.716,1.011,0.915,1.156,0.749,0.674,0.749
0431808569,0.722,1.002,0.989,1.143,0.755,0.679,0.755
0431808570,0.73,0.993,1.008,1.132,0.763,0.688,0.763
0431808571,0.73,0.983,1.019,1.193,0.763,0.688,0.763
0431808572,0.729,0.983,1.069,1.18,0.762,0.687,0.762
0431808573,0.736,1.001,1.118,1.18,0.769,0.693,0.769
0431808574,0.722,0.983,1.118,1.145,0.755,0.679,0.755
0431808575,0.743,0.973,1.197,1.126,0.776,0.7,0.776
0431808576,0.743,0.944,1.22,1.104,0.776,0.7,0.776
0431808577,0.914,0.907,1.58,0.949,0.954,0.86,0.954
0431808578,1.09,0.866,1.938,0.807,1.139,1.026,1.139
0431808579,0.934,0.896,1.654,0.942,0.976,0.88,0.976
0431808580,0.758,0.983,1.298,1.051,0.792,0.714,0.792
0431808581,0.736,0.964,1.334,1.064,0.747,0.693,0.747
0431808582,0.751,0.955,1.36,1.052,0.762,0.707,0.762
0431808583,0.723,0.925,1.359,1.052,0.734,0.68,0.734
0431808584,0.73,0.954,1.373,1.052,0.741,0.688,0.741
0431808585,0.73,0.954,1.373,1.074,0.741,0.688,0.741
0431808586,0.736,0.963,1.373,1.074,0.747,0.693,0.747
0431808587,0.744,0.953,1.398,1.084,0.755,0.701,0.755
0431808588,0.722,0.973,1.386,1.042,0.755,0.701,0.755
0431808589,0.729,0.962,1.359,1.032,0.74,0.687,0.74
0431808590,0.78,0.95,1.338,0.976,0.791,0.734,0.791
0431808591,0.817,0.969,1.329,0.906,0.829,0.769,0.829
0431808592,0.806,0.958,1.369,0.889,0.843,0.783,0.843
0431808593,0.831,0.956,1.369,0.916,0.843,0.783,0.843
0431808594,0.8,0.945,1.329,0.898,0.837,0.777,0.837
0431808595,0.825,0.956,1.277,0.898,0.837,0.777,0.837
0431808596,0.832,0.936,1.232,0.907,0.844,0.784,0.844
0431808597,0.832,0.945,1.209,0.924,0.844,0.784,0.844
0431808598,0.816,0.927,1.165,0.915,0.828,0.768,0.828
0431808599,0.832,0.973,1.073,0.924,0.844,0.784,0.844
0431808600,0.84,0.899,1.093,0.942,0.827,0.791,0.827
0431808601,0.841,0.935,1.025,0.915,0.853,0.792,0.853
0431808602,0.815,0.943,0.949,0.924,0.827,0.767,0.827
0431808603,0.831,0.963,0.895,0.951,0.843,0.783,0.843
0431808604,0.84,1.012,0.877,0.98,0.827,0.791,0.827
0431808605,0.849,1.022,0.856,1.011,0.836,0.8,0.836
0431808606,0.841,0.98,0.822,1.02,0.853,0.792,0.853
0431808607,0.841,0.943,0.787,1.019,0.853,0.792,0.853
0431808608,0.841,0.951,0.79,1.002,0.853,0.792,0.853
0431808609,0.866,0.924,0.779,1.039,0.878,0.815,0.878
0431808610,0.857,0.907,0.755,1.04,0.869,0.807,0.869
0431808611,0.849,0.962,0.763,1.049,0.861,0.8,0.861
0431808612,0.883,0.944,0.779,1.06,0.869,0.807,0.869
0431808613,0.91,0.944,0.79,1.029,0.896,0.831,0.896
0431808614,0.91,0.899,0.783,1.061,0.896,0.831,0.896
0431808615,0.899,0.937,0.783,1.019,0.886,0.822,0.886
0431808616,0.899,1.008,0.763,1.072,0.886,0.822,0.886
0431808617,0.928,1.048,0.775,1.04,0.914,0.848,0.914
0431808618,0.938,1.007,0.767,1.051,0.924,0.857,0.924
0431808619,0.955,0.939,0.783,0.961,0.94,0.873,0.94
0431808620,0.973,0.968,0.802,0.961,0.958,0.89,0.958
0431808621,0.964,0.997,0.787,0.95,0.949,0.881,0.949
0431808622,0.972,0.997,0.767,0.989,0.957,0.889,0.957
0431808623,0.945,1.007,0.737,0.97,0.93,0.863,0.93
0431808624,0.945,1.079,0.754,0.97,0.93,0.863,0.93
0431808625,0.945,1.079,0.762,0.99,0.93,0.863,0.93
0431808626,0.926,0.966,0.754,1.009,0.912,0.846,0.912
0431808627,0.952,0.966,0.704,0.999,0.92,0.853,0.92
0431808628,0.917,0.911,0.726,0.991,0.903,0.838,0.903
0431808629,0.953,0.94,0.741,0.98,0.938,0.871,0.938
0431808630,0.942,1.008,0.742,0.989,0.928,0.861,0.928
0431808631,0.926,0.928,0.702,0.98,0.912,0.846,0.912
0431908250,0.909,0.832,1.447,0.662,0.95,0.882,0.95
0431908251,0.909,0.839,1.461,0.669,0.95,0.882,0.95
0431908252,0.909,0.814,1.461,0.669,0.95,0.882,0.95
0431908253,0.909,0.822,1.498,0.662,0.95,0.882,0.95
0431908254,0.918,0.822,1.498,0.669,0.959,0.891,0.959
0431908255,0.918,0.822,1.513,0.669,0.959,0.891,0.959
0431908256,0.944,0.814,1.596,0.669,0.987,0.916,0.987
0431908257,0.944,0.814,1.596,0.669,0.987,0.916,0.987
0431908258,0.944,0.814,1.596,0.669,0.987,0.916,0.987
0431908259,0.944,0.806,1.646,0.669,0.987,0.916,0.987
0431908260,0.924,0.805,1.646,0.669,0.987,0.916,0.987
0431908261,0.924,0.806,1.662,0.668,0.987,0.916,0.987
0431908262,0.897,0.798,1.662,0.648,0.929,0.889,0.929
0431908263,0.923,0.798,1.727,0.648,0.956,0.915,0.956
0431908264,0.935,0.782,1.763,0.648,0.968,0.926,0.968
0431908265,0.935,0.782,1.796,0.648,0.968,0.926,0.968
0431908266,0.935,0.775,1.796,0.654,0.968,0.926,0.968
0431908267,0.935,0.791,1.869,0.654,0.968,0.926,0.968
0431908268,0.935,0.797,1.888,0.654,0.968,0.926,0.968
0431908269,0.943,0.79,1.833,0.654,0.977,0.934,0.977
0431908270,0.943,0.797,1.944,0.654,0.977,0.934,0.977
0431908271,0.934,0.767,2.079,0.668,0.947,0.925,0.947
0431908272,0.934,0.761,2.116,0.654,0.947,0.925,0.947
0431908273,0.934,0.768,2.058,0.661,0.947,0.925,0.947
0431908274,0.923,0.761,2.058,0.668,0.936,0.915,0.936
0431908275,0.914,0.728,2.199,0.668,0.947,0.925,0.947
0431908276,0.934,0.728,2.158,0.674,0.947,0.925,0.947
0431908277,0.934,0.728,2.174,0.674,0.947,0.925,0.947
0431908278,0.914,0.728,2.219,0.681,0.947,0.925,0.947
0431908279,0.904,0.728,2.197,0.648,0.936,0.915,0.936
0431908280,0.904,0.707,2.216,0.641,0.936,0.915,0.936
0431908281,0.904,0.713,2.216,0.659,0.936,0.915,0.936
0431908282,0.914,0.707,2.259,0.659,0.947,0.925,0.947
0431908283,0.904,0.685,2.26,0.672,0.936,0.915,0.936
0431908284,0.914,0.685,2.26,0.672,0.927,0.925,0.927
0431908285,0.914,0.694,2.26,0.693,0.927,0.925,0.927
0431908286,0.914,0.685,2.368,0.714,0.927,0.925,0.927
0431908287,0.904,0.67,2.322,0.7,0.917,0.915,0.917
0431908288,0.896,0.67,2.278,0.714,0.909,0.907,0.909
0431908289,0.896,0.678,2.278,0.7,0.909,0.907,0.909
0431908290,0.896,0.664,2.298,0.7,0.909,0.907,0.909
0431908291,0.896,0.678,2.298,0.693,0.909,0.907,0.909
0431908292,0.869,0.7,2.344,0.7,0.881,0.88,0.881
0431908293,0.878,0.7,2.255,0.707,0.91,0.889,0.91
0431908294,0.895,0.694,2.276,0.707,0.927,0.906,0.927
0431908295,0.885,0.7,2.388,0.707,0.917,0.896,0.917
0431908296,0.885,0.713,2.453,0.707,0.917,0.896,0.917
0431908297,0.886,0.736,2.453,0.707,0.918,0.897,0.918
0431908298,0.878,0.706,2.342,0.714,0.91,0.889,0.91
0431908299,0.861,0.763,2.089,0.787,0.893,0.872,0.893
0431908300,0.819,0.84,1.924,0.866,0.849,0.829,0.849
0431908301,0.803,0.831,1.911,0.858,0.832,0.813,0.832
0431908302,0.795,0.831,1.892,0.875,0.824,0.805,0.824
0431908303,0.803,0.84,1.819,0.875,0.832,0.813,0.832
0431908304,0.795,0.816,1.803,0.85,0.824,0.805,0.824
0431908305,0.812,0.84,1.822,0.85,0.841,0.805,0.841
0431908306,0.812,0.849,1.751,0.85,0.824,0.805,0.824
0431908307,0.795,0.858,1.752,0.859,0.806,0.788,0.806
0431908308,0.778,0.858,1.769,0.842,0.805,0.771,0.805
0431908309,0.778,0.876,1.72,0.859,0.805,0.771,0.805
0431908310,0.778,0.858,1.736,0.841,0.789,0.771,0.789
0431908311,0.778,0.877,1.623,0.85,0.805,0.771,0.805
0431908312,0.769,0.876,1.61,0.841,0.797,0.762,0.797
0431908313,0.769,0.842,1.61,0.85,0.797,0.762,0.797
0431908314,0.769,0.86,1.487,0.85,0.797,0.762,0.797
0431908315,0.769,0.868,1.505,0.85,0.797,0.762,0.797
0431908316,0.786,0.868,1.497,0.841,0.797,0.762,0.797
0431908317,0.775,0.868,1.464,0.841,0.786,0.768,0.786
0431908318,0.786,0.904,1.438,0.85,0.797,0.762,0.797
0431908319,0.786,0.921,1.439,0.867,0.797,0.762,0.797
0431908320,0.786,0.921,1.424,0.859,0.797,0.779,0.797
0431908321,0.786,0.949,1.424,0.859,0.797,0.779,0.797
0431908322,0.786,0.92,1.439,0.867,0.797,0.779,0.797
0431908323,0.775,0.911,1.411,0.859,0.786,0.768,0.786
0431908324,0.775,0.911,1.411,0.867,0.786,0.768,0.786
0431908325,0.767,0.911,1.466,0.832,0.762,0.76,0.762
0431908326,0.767,0.911,1.424,0.841,0.778,0.76,0.778
0431908327,0.786,0.903,1.426,0.859,0.797,0.779,0.797
0431908328,0.767,0.911,1.44,0.85,0.778,0.76,0.778
0431908329,0.791,0.911,1.453,0.817,0.778,0.76,0.778
0431908330,0.786,0.884,1.514,0.824,0.797,0.779,0.797
0431908331,0.791,0.884,1.499,0.824,0.778,0.76,0.778
0431908332,0.791,0.876,1.514,0.824,0.778,0.76,0.778
0431908333,0.81,0.884,1.467,0.824,0.797,0.779,0.797
0431908334,0.784,0.876,1.467,0.809,0.771,0.754,0.771
0431908335,0.784,0.869,1.499,0.825,0.771,0.769,0.771
0431908336,0.784,0.884,1.535,0.832,0.771,0.769,0.771
0431908337,0.784,0.921,1.476,0.825,0.771,0.769,0.771
0431908338,0.768,0.905,1.551,0.834,0.756,0.754,0.756
0431908339,0.82,0.921,1.581,0.868,0.806,0.805,0.806
0431908340,0.837,0.94,1.645,0.876,0.824,0.822,0.824
0431908341,0.828,0.93,1.645,0.895,0.815,0.813,0.815
0431908342,0.8,0.958,1.564,0.867,0.787,0.786,0.787
0431908343,0.828,0.978,1.61,0.867,0.815,0.813,0.815
0431908344,0.828,0.967,1.61,0.94,0.815,0.838,0.815
0431908345,0.847,0.978,1.564,0.895,0.834,0.857,0.834
0431908346,0.949,1.107,1.157,0.816,0.934,0.961,0.934
0431908347,1.023,1.107,1.157,0.816,1.006,1.035,1.006
0431908348,1.023,1.085,1.174,0.825,1.006,1.035,1.006
0431908349,1.023,1.074,1.152,0.825,1.006,1.035,1.006
0431908350,1.003,1.063,1.118,0.809,0.987,1.015,0.987
0431908351,1.056,1.14,1.118,0.834,1.039,1.069,1.039
0431908352,1.079,1.107,1.097,0.842,1.062,1.092,1.062
0431908353,1.066,1.119,1.069,0.834,1.049,1.079,1.049
0431908354,1.076,1.119,1.007,0.824,1.059,1.089,1.059
0431908355,1.079,1.107,0.952,0.816,1.062,1.092,1.062
0431908356,1.032,1.043,0.962,0.892,1.015,1.044,1.015
0431908357,1.008,0.991,0.925,0.938,0.992,1.02,0.992
0431908358,1.05,1.031,0.909,0.919,1.032,1.063,1.032
0431908359,1.039,0.97,0.88,0.919,1.022,1.052,1.022
0431908360,1.039,0.98,0.88,0.919,1.022,1.052,1.022
0431908361,1.028,0.952,0.871,0.928,1.011,1.04,1.011
0431908362,1.038,0.991,0.854,0.911,1.0,1.051,1.0
0431908363,1.038,0.981,0.854,0.891,1.0,1.051,1.0
0431908364,1.047,0.962,0.836,0.882,1.009,1.06,1.009
0431908365,1.038,0.981,0.836,0.901,1.0,1.051,1.0
0431908366,1.038,1.001,0.852,0.902,1.0,1.051,1.0
0431908367,1.038,0.971,0.844,0.947,1.0,1.051,1.0
0431908368,1.038,0.943,0.835,0.902,1.0,1.019,1.0
0431908369,1.007,0.944,0.844,0.893,1.0,1.019,1.0
0431908370,1.007,0.962,0.818,0.919,1.0,1.019,1.0
0431908371,1.007,0.962,0.818,0.902,1.0,1.019,1.0
0431908372,1.007,0.952,0.844,0.893,1.0,1.019,1.0
0431908373,1.007,0.943,0.853,0.893,1.0,1.019,1.0
0431908374,1.007,0.943,0.853,0.882,1.0,1.019,1.0
0431908375,1.007,0.943,0.872,0.882,1.0,1.019,1.0
0431908376,1.007,0.952,0.872,0.91,1.0,0.998,1.0
0431908377,1.007,0.962,0.885,0.902,1.0,0.998,1.0
0431908378,0.977,0.972,0.899,0.902,0.949,0.969,0.949
0431908379,0.987,0.981,0.885,0.893,0.96,0.979,0.96
0431908380,0.987,0.972,0.888,0.929,0.96,0.979,0.96
0431908381,0.967,0.933,0.909,0.893,0.96,0.979,0.96
0431908382,0.967,0.943,0.899,0.883,0.96,0.979,0.96
0431908383,0.957,0.933,0.909,0.883,0.949,0.969,0.949
0431908384,0.938,0.925,0.909,0.882,0.931,0.929,0.931
0431908385,0.929,0.925,0.909,0.873,0.922,0.92,0.922
0431908386,0.929,0.925,0.909,0.873,0.922,0.92,0.922
0431908387,0.91,0.925,0.936,0.863,0.904,0.902,0.904
0431908388,0.929,0.925,0.936,0.829,0.922,0.92,0.922
0431908389,0.894,0.896,0.936,0.864,0.907,0.886,0.907
0431908390,0.875,0.896,0.945,0.839,0.888,0.867,0.888
0431908391,0.857,0.925,0.945,0.829,0.851,0.849,0.851
0431908392,0.857,0.953,0.991,0.813,0.851,0.849,0.851
0431908393,0.915,0.916,0.941,0.81,0.909,0.907,0.909
0431908394,0.925,0.943,0.906,0.791,0.938,0.936,0.938
0431908395,0.897,0.982,0.933,0.799,0.91,0.908,0.91
0431908396,0.88,0.982,0.97,0.774,0.893,0.891,0.893
