TERRITORY,Bodily Injury(AA)20/40,"Property Damage(BB/BV)$100,000",PIP(VA-01),Collision(DD)$100 DED.,Comprehensive(HH)$50 DED.,UM(SS)20/40,UIM(SU)20/40,Unnamed: 0,Unnamed: 1
9873,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9874,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9876,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9877,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9878,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9879,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9880,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9881,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9883,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9884,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9885,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9886,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9887,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9891,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9892,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9893,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9894,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9895,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9896,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9901,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9902,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9903,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9905,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9908,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9910,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9911,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9912,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9913,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9915,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9916,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9917,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9918,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9919,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9920,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9921,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9922,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
,,,,,,SingleCar,Multi-Car,SingleCar,Multi-Car
9925,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9927,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9929,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9930,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9931,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9934,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9935,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9938,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9942,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9945,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9946,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9947,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9948,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9950,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9952,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9953,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9955,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9958,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9959,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9960,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9961,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9962,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9963,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9964,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9965,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9967,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9968,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9969,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9970,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
9971,351.34,163.31,"6,620.55",646.77,140.37,15.76,15.76,17.02,17.02
